2.166251E-02	2.042518E-02	1.845840E-02	1.697510E-02	1.440304E-02	1.272047E-02	1.150583E-02	1.057909E-02	9.228060E-03	8.283783E-03	7.570945E-03	7.006034E-03	6.546507E-03	6.161492E-03	5.832152E-03	5.547045E-03	5.298942E-03	5.078723E-03	4.881893E-03	4.704278E-03	4.545121E-03	4.266574E-03	4.032391E-03	3.830003E-03	3.653115E-03	3.497596E-03	3.358776E-03	3.233924E-03	3.069135E-03	2.924559E-03	2.758260E-03	2.583038E-03	2.434996E-03	2.308002E-03	2.197733E-03	2.100030E-03	2.013781E-03	1.935870E-03	1.865914E-03	1.744393E-03	1.641818E-03	1.554184E-03	1.477898E-03	1.410776E-03	1.298039E-03	1.206603E-03	1.096960E-03	9.617463E-04	8.631066E-04	7.270889E-04	6.360954E-04	5.700537E-04	5.193321E-04	4.790235E-04	4.459401E-04	4.184219E-04	3.743984E-04	3.266839E-04	2.738388E-04	2.132519E-04	1.551804E-04	1.002372E-04	
2.115799E-02	1.994774E-02	1.802570E-02	1.657693E-02	1.406623E-02	1.242465E-02	1.123976E-02	1.033587E-02	9.018122E-03	8.097051E-03	7.401704E-03	6.850607E-03	6.402276E-03	6.026601E-03	5.705243E-03	5.427024E-03	5.184905E-03	4.969988E-03	4.777884E-03	4.604532E-03	4.449187E-03	4.177282E-03	3.948685E-03	3.751115E-03	3.578428E-03	3.426587E-03	3.291048E-03	3.169141E-03	3.008225E-03	2.867031E-03	2.704621E-03	2.533475E-03	2.388858E-03	2.264790E-03	2.157048E-03	2.061575E-03	1.977286E-03	1.901137E-03	1.832757E-03	1.713960E-03	1.613660E-03	1.527959E-03	1.453342E-03	1.387677E-03	1.277365E-03	1.187872E-03	1.080525E-03	9.480875E-04	8.514240E-04	7.180615E-04	6.287877E-04	5.639623E-04	5.141535E-04	4.745559E-04	4.420459E-04	4.149974E-04	3.717029E-04	3.247490E-04	2.726934E-04	2.129147E-04	1.554717E-04	1.009182E-04	
2.074118E-02	1.955094E-02	1.766289E-02	1.624136E-02	1.378036E-02	1.217274E-02	1.101277E-02	1.012809E-02	8.838533E-03	7.937225E-03	7.256800E-03	6.717521E-03	6.278805E-03	5.911158E-03	5.596670E-03	5.324385E-03	5.087428E-03	4.877089E-03	4.689075E-03	4.519410E-03	4.367368E-03	4.101226E-03	3.877471E-03	3.684083E-03	3.515048E-03	3.366404E-03	3.233720E-03	3.114373E-03	2.956830E-03	2.818584E-03	2.659555E-03	2.491958E-03	2.350321E-03	2.228802E-03	2.123258E-03	2.029723E-03	1.947140E-03	1.872522E-03	1.805508E-03	1.689073E-03	1.590745E-03	1.506717E-03	1.433543E-03	1.369135E-03	1.260913E-03	1.173089E-03	1.067711E-03	9.376471E-04	8.426648E-04	7.115514E-04	6.237263E-04	5.599209E-04	5.108744E-04	4.718683E-04	4.398335E-04	4.131725E-04	3.704740E-04	3.241332E-04	2.726992E-04	2.135259E-04	1.565038E-04	1.021247E-04	
2.042504E-02	1.924673E-02	1.738028E-02	1.597732E-02	1.355192E-02	1.196968E-02	1.082875E-02	9.958924E-03	8.691482E-03	7.805909E-03	7.137445E-03	6.607716E-03	6.176831E-03	5.815749E-03	5.506896E-03	5.239496E-03	5.006802E-03	4.800255E-03	4.615639E-03	4.449042E-03	4.299753E-03	4.038436E-03	3.818737E-03	3.628857E-03	3.462899E-03	3.316947E-03	3.186673E-03	3.069488E-03	2.914801E-03	2.779055E-03	2.622890E-03	2.458305E-03	2.319200E-03	2.199846E-03	2.096170E-03	2.004284E-03	1.923153E-03	1.849836E-03	1.783983E-03	1.669553E-03	1.572899E-03	1.490289E-03	1.418339E-03	1.354995E-03	1.248540E-03	1.162123E-03	1.058401E-03	9.303280E-04	8.367484E-04	7.075034E-04	6.208746E-04	5.579073E-04	5.094841E-04	4.709595E-04	4.393095E-04	4.129603E-04	3.707346E-04	3.248692E-04	2.738979E-04	2.151352E-04	1.583291E-04	1.039057E-04	
2.017814E-02	1.900796E-02	1.715692E-02	1.576775E-02	1.336950E-02	1.180702E-02	1.068109E-02	9.823031E-03	8.573243E-03	7.700320E-03	7.041507E-03	6.519514E-03	6.094998E-03	5.739265E-03	5.435014E-03	5.171608E-03	4.942404E-03	4.738968E-03	4.557141E-03	4.393066E-03	4.246041E-03	3.988700E-03	3.772344E-03	3.585359E-03	3.421944E-03	3.278217E-03	3.149936E-03	3.034540E-03	2.882217E-03	2.748541E-03	2.594748E-03	2.432657E-03	2.295646E-03	2.178084E-03	2.075952E-03	1.985428E-03	1.905497E-03	1.833254E-03	1.768356E-03	1.655577E-03	1.560297E-03	1.478849E-03	1.407901E-03	1.345427E-03	1.240411E-03	1.155134E-03	1.052749E-03	9.262741E-04	8.338107E-04	7.060429E-04	6.203509E-04	5.580364E-04	5.100957E-04	4.719420E-04	4.405865E-04	4.144741E-04	3.726004E-04	3.270775E-04	2.764167E-04	2.178765E-04	1.610845E-04	1.063907E-04	
1.997689E-02	1.881368E-02	1.697591E-02	1.559854E-02	1.322334E-02	1.167743E-02	1.056395E-02	9.715611E-03	8.480331E-03	7.617764E-03	6.966842E-03	6.451172E-03	6.031863E-03	5.680501E-03	5.380011E-03	5.119871E-03	4.893520E-03	4.692629E-03	4.513085E-03	4.351073E-03	4.205900E-03	3.951807E-03	3.738185E-03	3.553565E-03	3.392227E-03	3.250314E-03	3.123658E-03	3.009717E-03	2.859316E-03	2.727318E-03	2.575445E-03	2.415369E-03	2.280043E-03	2.163921E-03	2.063024E-03	1.973587E-03	1.894611E-03	1.823220E-03	1.759078E-03	1.647599E-03	1.553395E-03	1.472854E-03	1.402684E-03	1.340880E-03	1.236966E-03	1.152555E-03	1.051173E-03	9.258839E-04	8.342323E-04	7.075225E-04	6.224872E-04	5.606243E-04	5.130125E-04	4.751088E-04	4.439490E-04	4.179912E-04	3.763362E-04	3.310082E-04	2.804880E-04	2.219581E-04	1.649489E-04	1.097220E-04	
1.983104E-02	1.867166E-02	1.684214E-02	1.547258E-02	1.311348E-02	1.157946E-02	1.047513E-02	9.633995E-03	8.409611E-03	7.554943E-03	6.910096E-03	6.399329E-03	5.984089E-03	5.636166E-03	5.338648E-03	5.081100E-03	4.857020E-03	4.658160E-03	4.480441E-03	4.320085E-03	4.176402E-03	3.924926E-03	3.713518E-03	3.530813E-03	3.371163E-03	3.230723E-03	3.105387E-03	2.992628E-03	2.843790E-03	2.713157E-03	2.562846E-03	2.404407E-03	2.270447E-03	2.155490E-03	2.055591E-03	1.967030E-03	1.888823E-03	1.818118E-03	1.754581E-03	1.644141E-03	1.550791E-03	1.470967E-03	1.401409E-03	1.340130E-03	1.237074E-03	1.153330E-03	1.052713E-03	9.283162E-04	8.372627E-04	7.113194E-04	6.267471E-04	5.651964E-04	5.178057E-04	4.800658E-04	4.490305E-04	4.231675E-04	3.816330E-04	3.363891E-04	2.858791E-04	2.271930E-04	1.697793E-04	1.137990E-04	
1.970415E-02	1.854804E-02	1.672578E-02	1.536311E-02	1.301847E-02	1.149512E-02	1.039903E-02	9.564390E-03	8.349810E-03	7.502282E-03	6.862926E-03	6.356586E-03	5.945021E-03	5.600210E-03	5.305381E-03	5.050179E-03	4.828153E-03	4.631125E-03	4.455059E-03	4.296196E-03	4.153857E-03	3.904745E-03	3.695334E-03	3.514351E-03	3.356218E-03	3.217098E-03	3.092944E-03	2.981237E-03	2.833789E-03	2.704367E-03	2.555439E-03	2.398439E-03	2.265673E-03	2.151730E-03	2.052692E-03	1.964884E-03	1.887338E-03	1.817216E-03	1.754193E-03	1.644627E-03	1.551986E-03	1.472753E-03	1.403698E-03	1.342842E-03	1.240471E-03	1.157251E-03	1.057222E-03	9.334948E-04	8.428725E-04	7.174610E-04	6.331907E-04	5.718322E-04	5.245667E-04	4.869118E-04	4.559339E-04	4.301083E-04	3.885982E-04	3.433266E-04	2.926918E-04	2.336730E-04	1.756530E-04	1.186789E-04	
1.957333E-02	1.842249E-02	1.661035E-02	1.525643E-02	1.292878E-02	1.141726E-02	1.033000E-02	9.502181E-03	8.297659E-03	7.457322E-03	6.823427E-03	6.321439E-03	5.913460E-03	5.571665E-03	5.279428E-03	5.026478E-03	4.806419E-03	4.611130E-03	4.436633E-03	4.279184E-03	4.138113E-03	3.891221E-03	3.683681E-03	3.504304E-03	3.347578E-03	3.209674E-03	3.086606E-03	2.975862E-03	2.829680E-03	2.701352E-03	2.553666E-03	2.397949E-03	2.266234E-03	2.153176E-03	2.054883E-03	1.967720E-03	1.890736E-03	1.821106E-03	1.758511E-03	1.649665E-03	1.557596E-03	1.478833E-03	1.410171E-03	1.349639E-03	1.247781E-03	1.164937E-03	1.065312E-03	9.420218E-04	8.516522E-04	7.265118E-04	6.423581E-04	5.810441E-04	5.337798E-04	4.961030E-04	4.650886E-04	4.392186E-04	3.975931E-04	3.521291E-04	3.011701E-04	2.415655E-04	1.826621E-04	1.243858E-04	
1.948698E-02	1.833663E-02	1.652756E-02	1.517772E-02	1.286003E-02	1.135642E-02	1.027555E-02	9.452830E-03	8.256156E-03	7.421684E-03	6.792326E-03	6.294022E-03	5.889132E-03	5.549964E-03	5.259997E-03	5.009035E-03	4.790719E-03	4.596979E-03	4.423889E-03	4.267711E-03	4.127783E-03	3.882901E-03	3.677058E-03	3.499139E-03	3.343696E-03	3.206896E-03	3.084819E-03	2.974947E-03	2.829918E-03	2.702588E-03	2.556026E-03	2.401468E-03	2.270697E-03	2.158431E-03	2.060802E-03	1.974210E-03	1.897725E-03	1.828526E-03	1.766302E-03	1.658076E-03	1.566491E-03	1.488123E-03	1.419789E-03	1.359521E-03	1.258071E-03	1.175515E-03	1.076187E-03	9.532017E-04	8.629859E-04	7.379791E-04	6.538480E-04	5.925051E-04	5.451798E-04	5.074269E-04	4.763277E-04	4.503710E-04	4.085540E-04	3.628030E-04	3.113971E-04	2.510321E-04	1.910267E-04	1.311645E-04	
