23.583152	29.614305	39.906862	57.090318	83.793831	122.826018	163.842295	191.076870	188.941043	162.492656	123.407037	84.468176	55.576056	36.649447	143.784258	603.157793	900.716137	1081.357929	1275.301031	1304.660001	997.480502	661.085440	404.821063	241.484088	144.046117	87.975596	53.121889	32.110611	19.329391	11.935977	7.679220	5.006948	3.305227	2.117095	1.323371	0.816660	0.510359	0.321568	0.207736	0.141624	
18.414773	23.018463	30.872005	43.953407	64.136624	93.067001	122.482394	141.009661	138.322256	118.458873	89.774123	61.385378	40.373575	27.791591	128.712376	475.777335	699.092862	827.838011	963.860045	951.375782	744.728897	486.456804	297.444168	177.629358	106.393095	65.161072	39.445865	23.765127	14.362481	8.905485	5.802332	3.798306	2.508003	1.612148	1.007901	0.624626	0.394014	0.251896	0.166229	0.116857	
14.162700	17.636209	23.558265	33.392894	48.439416	69.563717	90.347489	102.754595	100.044980	85.337544	64.542382	44.089583	28.987839	21.369069	112.657366	368.675216	528.378659	622.167669	719.170256	700.036612	548.709531	353.785982	216.189257	129.037796	77.843039	47.882823	28.935183	17.386819	10.549644	6.591482	4.330537	2.854372	1.883970	1.211609	0.758112	0.474603	0.302254	0.196920	0.133471	0.097331	
10.825895	13.482629	18.008196	25.495329	36.839027	52.425170	67.272988	75.673067	73.179658	62.193933	46.950458	32.043273	21.061071	17.178096	98.781231	288.321015	398.333483	470.575867	544.800452	527.260247	404.698912	257.265236	156.855555	93.742031	56.865856	35.006880	21.140242	12.667711	7.719738	4.862341	3.211366	2.129083	1.403823	0.902506	0.565576	0.358700	0.231351	0.154440	0.108018	0.082184	
7.801720	9.661601	12.825932	18.036820	25.848169	36.341841	46.018787	51.184781	49.162100	41.627747	31.365324	21.386609	14.053157	13.139508	78.495796	203.035183	269.811457	327.452824	381.382307	369.304573	278.875093	175.865272	106.728138	63.971971	39.069597	24.037731	14.551500	8.706951	5.337800	3.396499	2.262853	1.517060	1.004399	0.646926	0.408579	0.263417	0.173211	0.119893	0.087352	0.069874	
5.637075	6.979504	9.259718	12.994065	18.525967	25.790501	32.282051	35.550721	33.938969	28.641877	21.543586	14.677085	9.643487	10.708120	63.574767	146.016965	187.351941	236.351245	275.622578	262.984956	195.697687	122.301793	73.817204	44.330385	27.237439	16.722705	10.080027	6.038377	3.728368	2.396738	1.603795	1.080489	0.719793	0.463706	0.296541	0.194717	0.131705	0.095124	0.072526	0.061021	
3.884495	4.798244	6.347031	8.867349	12.553932	17.284579	21.381455	23.317799	22.129117	18.614126	13.977225	9.514246	6.253199	8.482638	48.102815	98.201279	124.065063	163.291077	190.318938	177.384255	130.239161	81.251855	48.749512	29.368177	18.089766	11.061951	6.654081	4.001374	2.489102	1.620486	1.097693	0.740678	0.498819	0.323722	0.210873	0.142159	0.100448	0.076289	0.061289	0.054283	
2.638364	3.269682	4.336925	6.061153	8.548897	11.669276	14.291725	15.454451	14.590140	12.236824	9.174503	6.240300	4.106555	6.948910	36.571618	67.968655	87.479473	116.105603	132.826935	119.594610	85.690802	53.801483	32.033179	19.348451	11.882032	7.241627	4.341855	2.622021	1.643863	1.084941	0.742905	0.501785	0.340883	0.224606	0.149847	0.105098	0.078399	0.062997	0.053399	0.049427	
1.613245	1.980046	2.598135	3.588684	4.998525	6.725290	8.130667	8.705219	8.169653	6.829224	5.111367	3.473585	2.293315	4.862068	23.241410	40.387046	53.690210	70.117626	78.504816	69.294926	48.964373	31.035616	18.534659	11.211108	6.905384	4.200026	2.516016	1.533317	0.977884	0.664875	0.467765	0.320677	0.221891	0.150623	0.104632	0.077949	0.062247	0.053266	0.047655	0.045746	
1.015811	1.246927	1.634907	2.251273	3.115686	4.150453	4.967664	5.275782	4.926665	4.106806	3.069225	2.084236	1.386195	3.688439	15.868686	26.842621	36.482498	46.031692	49.826954	43.130132	29.380185	18.744440	11.233255	6.802823	4.173816	2.524303	1.516665	0.932464	0.605736	0.425625	0.306958	0.214488	0.151528	0.106525	0.077848	0.061867	0.052634	0.047517	0.044282	0.043427	
0.588332	0.714178	0.924518	1.255526	1.712996	2.247644	2.656172	2.794232	2.594556	2.155906	1.608534	1.091379	0.736606	2.419672	9.324110	16.132860	21.596976	25.693352	26.886667	23.279795	15.604770	9.949003	6.027126	3.663990	2.245401	1.356583	0.823424	0.513659	0.347519	0.259332	0.195383	0.142203	0.104243	0.077023	0.060167	0.051269	0.046312	0.043828	0.042166	0.041815	
0.339246	0.404392	0.512739	0.681524	0.911347	1.173271	1.366203	1.422053	1.312210	1.086564	0.809207	0.548520	0.380253	1.502337	5.188837	9.263327	11.927935	13.362233	13.851254	11.864230	7.945513	5.016428	3.075923	1.883649	1.164554	0.705156	0.432051	0.277783	0.201886	0.163904	0.131852	0.100842	0.077414	0.060321	0.050249	0.045379	0.042859	0.041900	0.041118	0.040920	
0.197181	0.225635	0.272689	0.345180	0.442529	0.550031	0.625003	0.639976	0.585040	0.481936	0.357946	0.242284	0.175219	0.789187	2.447425	4.333502	5.384860	5.905376	6.191293	5.295510	3.596994	2.267378	1.409550	0.880292	0.552867	0.341111	0.213396	0.146267	0.121128	0.111048	0.096876	0.078146	0.062901	0.051416	0.045046	0.042358	0.041191	0.041080	0.040769	0.040554	
0.132778	0.144873	0.164741	0.194958	0.235020	0.277272	0.303919	0.303835	0.273985	0.224005	0.165713	0.111929	0.085618	0.407639	1.138562	1.936085	2.353139	2.585668	2.748693	2.378431	1.677064	1.071555	0.679893	0.438001	0.284458	0.180767	0.117090	0.088826	0.086187	0.088188	0.081581	0.068152	0.056545	0.047634	0.042924	0.041230	0.040703	0.041008	0.040902	0.040619	
0.104506	0.109029	0.116386	0.127376	0.141826	0.155573	0.161721	0.155900	0.137631	0.111195	0.081738	0.055021	0.044166	0.195680	0.491459	0.787295	0.949980	1.065430	1.165310	1.071443	0.810049	0.541230	0.357335	0.242641	0.165654	0.109544	0.074671	0.064425	0.071974	0.079081	0.075408	0.064102	0.054036	0.046288	0.042289	0.041039	0.040817	0.041337	0.041310	0.040971	
0.094659	0.096197	0.098651	0.102176	0.106840	0.109897	0.108519	0.100745	0.086915	0.069293	0.050571	0.033909	0.027600	0.099432	0.223123	0.329837	0.402958	0.466075	0.545195	0.570905	0.474525	0.337248	0.234651	0.168505	0.120261	0.082184	0.059126	0.056507	0.068231	0.076927	0.073824	0.063047	0.053479	0.046186	0.042443	0.041380	0.041286	0.041898	0.041918	0.041524	
0.092830	0.093479	0.094474	0.095782	0.097562	0.097470	0.093850	0.085437	0.072792	0.057602	0.041868	0.028015	0.023210	0.070483	0.143098	0.201142	0.249187	0.291809	0.365353	0.423157	0.370174	0.273269	0.196970	0.146064	0.106261	0.073693	0.055077	0.055755	0.069081	0.077747	0.074197	0.063288	0.053797	0.046650	0.042970	0.041985	0.041962	0.042627	0.042640	0.042232	
