36.100457	7.246803	2.245043	1.864856	2.301231	2.887178	3.563693	4.100803	4.068785	3.216210	2.052865	1.135738	0.589794	0.275329	0.130643	0.266301	0.604752	0.984048	1.071133	1.121281	1.087285	0.913951	0.691215	0.480130	0.328276	0.214587	0.137364	0.086929	0.056672	0.039641	0.030151	0.025092	0.026644	0.027287	0.025554	0.023907	0.023188	0.024001	0.040922	0.099147	
27.256582	5.481590	1.804919	1.567498	1.932996	2.409230	2.958294	3.372438	3.283756	2.541825	1.596103	0.874585	0.452241	0.211204	0.101854	0.227897	0.513096	0.814095	0.873583	0.915623	0.879216	0.731818	0.552857	0.384935	0.264940	0.174548	0.112609	0.071710	0.047490	0.034112	0.026764	0.022979	0.025116	0.026087	0.024647	0.023214	0.022623	0.023511	0.040445	0.095227	
20.234500	4.097897	1.442234	1.303550	1.600863	1.978405	2.413177	2.720816	2.596963	1.968959	1.217499	0.661607	0.341151	0.159729	0.079011	0.193608	0.429815	0.659091	0.699292	0.728687	0.696218	0.575673	0.435352	0.305864	0.212264	0.141267	0.092023	0.059074	0.039859	0.029524	0.023938	0.021219	0.023817	0.025045	0.023858	0.022612	0.022132	0.023084	0.040067	0.083421	
14.695091	3.015586	1.140481	1.066272	1.298064	1.586115	1.917878	2.135013	1.996524	1.484059	0.905083	0.488683	0.251822	0.118574	0.060904	0.161367	0.352964	0.517075	0.543988	0.564515	0.536510	0.442678	0.336932	0.240378	0.168665	0.113732	0.074988	0.048639	0.033555	0.025745	0.021596	0.019761	0.022719	0.024148	0.023182	0.022094	0.021709	0.022712	0.039882	0.067307	
10.434495	2.187071	0.895333	0.860796	1.033344	1.243804	1.486898	1.631108	1.493575	1.089498	0.656467	0.352974	0.182288	0.086685	0.046949	0.132107	0.286164	0.394888	0.414141	0.426797	0.403788	0.334380	0.257865	0.188092	0.133895	0.091776	0.061362	0.040390	0.028521	0.022739	0.019724	0.018596	0.021820	0.023398	0.022614	0.021660	0.021354	0.022399	0.040047	0.053244	
7.224235	1.564231	0.700496	0.688744	0.810263	0.956108	1.125842	1.213879	1.087405	0.779063	0.464668	0.249534	0.129654	0.062630	0.036434	0.106470	0.226269	0.291654	0.306380	0.313875	0.296519	0.248289	0.195738	0.147133	0.106707	0.074572	0.050659	0.033950	0.024576	0.020417	0.018260	0.017687	0.021101	0.022781	0.022146	0.021307	0.021067	0.022147	0.040120	0.043147	
4.848382	1.102042	0.546214	0.545040	0.623064	0.715497	0.825403	0.872091	0.764023	0.538607	0.319053	0.171929	0.090430	0.044756	0.028446	0.083292	0.165326	0.207134	0.218940	0.222911	0.211846	0.181566	0.148111	0.115435	0.085908	0.061369	0.042417	0.028983	0.021552	0.018657	0.017147	0.017001	0.020549	0.022286	0.021771	0.021031	0.020842	0.021950	0.038435	0.035467	
3.129935	0.765374	0.425803	0.427196	0.469195	0.518600	0.581270	0.599473	0.513685	0.357446	0.211441	0.115204	0.061931	0.031791	0.022259	0.062381	0.112149	0.139465	0.148982	0.151625	0.146836	0.131286	0.112564	0.091604	0.070362	0.051456	0.036199	0.025223	0.019288	0.017355	0.016335	0.016510	0.020144	0.021902	0.021486	0.020832	0.020683	0.021809	0.035239	0.030071	
1.953971	0.532562	0.336908	0.336693	0.351327	0.368840	0.397314	0.397916	0.333584	0.230150	0.137050	0.076336	0.042480	0.022935	0.017591	0.045023	0.073487	0.090724	0.097875	0.100521	0.101150	0.096456	0.088058	0.075099	0.059508	0.044459	0.031774	0.022534	0.017697	0.016461	0.015795	0.016197	0.019865	0.021622	0.021282	0.020699	0.020579	0.021719	0.029805	0.026085	
1.185837	0.378740	0.274617	0.271318	0.266701	0.262437	0.268079	0.258885	0.212324	0.146159	0.088631	0.051205	0.029922	0.017191	0.014153	0.031704	0.045982	0.056653	0.061845	0.065826	0.070545	0.073520	0.071929	0.064130	0.052187	0.039661	0.028703	0.020660	0.016623	0.015888	0.015475	0.016032	0.019695	0.021431	0.021157	0.020636	0.020535	0.021694	0.025933	0.023734	
0.698922	0.279237	0.230970	0.223825	0.205833	0.186985	0.177919	0.164217	0.132123	0.091877	0.057807	0.035307	0.021976	0.013519	0.011440	0.021303	0.027669	0.034032	0.037790	0.042994	0.051218	0.059279	0.061866	0.057151	0.047411	0.036453	0.026615	0.019383	0.015936	0.015565	0.015330	0.015987	0.019621	0.021322	0.021107	0.020642	0.020552	0.021698	0.023346	0.022209	
0.416347	0.219912	0.202567	0.192012	0.165919	0.138757	0.121629	0.106618	0.084628	0.060373	0.040127	0.026207	0.017396	0.011350	0.009449	0.014170	0.016648	0.020557	0.023733	0.029737	0.040537	0.051573	0.056304	0.053109	0.044504	0.034410	0.025253	0.018559	0.015544	0.015444	0.015330	0.016048	0.019629	0.021287	0.021127	0.020710	0.020628	0.021621	0.021940	0.021406	
0.266460	0.187016	0.184829	0.171602	0.141285	0.110301	0.089642	0.074930	0.059250	0.043871	0.030950	0.021460	0.014957	0.010134	0.008081	0.009795	0.010870	0.013599	0.016665	0.023432	0.035833	0.048260	0.053734	0.051010	0.042824	0.033146	0.024379	0.018050	0.015366	0.015480	0.015450	0.016199	0.019711	0.021330	0.021215	0.020843	0.020762	0.021432	0.021268	0.021056	
0.195033	0.170020	0.173941	0.158801	0.126855	0.094969	0.073524	0.059687	0.047458	0.036352	0.026775	0.019247	0.013757	0.009475	0.007242	0.007518	0.008294	0.010686	0.014027	0.021498	0.034737	0.047569	0.052939	0.050060	0.041871	0.032350	0.023807	0.017743	0.015342	0.015641	0.015668	0.016426	0.019858	0.021447	0.021374	0.021041	0.020958	0.021263	0.021094	0.021023	
0.163603	0.161235	0.166743	0.150210	0.118062	0.086802	0.065920	0.053065	0.042615	0.033340	0.025075	0.018278	0.013165	0.009091	0.006756	0.006511	0.007530	0.010083	0.013878	0.021932	0.035663	0.048286	0.053085	0.049714	0.041312	0.031815	0.023411	0.017570	0.015435	0.015909	0.015975	0.016720	0.020076	0.021641	0.021614	0.021305	0.021216	0.021252	0.021181	0.021174	
0.151754	0.156571	0.161546	0.144002	0.112441	0.082586	0.062874	0.050904	0.041246	0.032520	0.024554	0.017894	0.012857	0.008845	0.006528	0.006304	0.007818	0.010824	0.015155	0.023815	0.037656	0.049759	0.053720	0.049686	0.040965	0.031431	0.023127	0.017493	0.015630	0.016281	0.016372	0.017084	0.020361	0.021914	0.021940	0.021637	0.021532	0.021450	0.021430	0.021443	
0.147872	0.153663	0.157310	0.139013	0.108415	0.080271	0.061911	0.050683	0.041321	0.032577	0.024489	0.017734	0.012660	0.008660	0.006470	0.006537	0.008723	0.012333	0.017268	0.026427	0.040238	0.051625	0.054592	0.049814	0.040730	0.031138	0.022918	0.017497	0.015930	0.016764	0.016864	0.017520	0.020711	0.022277	0.022355	0.022037	0.021918	0.021776	0.021789	0.021813	
0.146600	0.151406	0.153522	0.134652	0.105181	0.078812	0.061795	0.051180	0.041882	0.032902	0.024554	0.017635	0.012494	0.008504	0.006523	0.007068	0.010029	0.014319	0.019813	0.029510	0.043105	0.053659	0.055561	0.050007	0.040564	0.030908	0.022770	0.017583	0.016337	0.017355	0.017459	0.018038	0.021137	0.022739	0.022873	0.022548	0.022386	0.022231	0.022267	0.022295	
0.146095	0.149416	0.150004	0.130708	0.102446	0.077831	0.062078	0.051961	0.042599	0.033292	0.024639	0.017544	0.012336	0.008368	0.006670	0.007825	0.011601	0.016592	0.022668	0.032757	0.046083	0.055695	0.056517	0.050202	0.040434	0.030724	0.022672	0.017743	0.016836	0.018033	0.018133	0.018617	0.021621	0.023273	0.023471	0.023151	0.022941	0.022772	0.022823	0.022852	
0.145824	0.147583	0.146708	0.127119	0.100118	0.077208	0.062620	0.052891	0.043369	0.033685	0.024714	0.017449	0.012180	0.008254	0.006920	0.008780	0.013435	0.019131	0.025739	0.036132	0.049093	0.057708	0.057444	0.050397	0.040334	0.030581	0.022625	0.017979	0.017430	0.018803	0.018877	0.019245	0.022161	0.023880	0.024150	0.023825	0.023544	0.023382	0.023449	0.023478	
0.145669	0.145884	0.143624	0.123871	0.098173	0.076908	0.063379	0.053928	0.044162	0.034067	0.024775	0.017347	0.012025	0.008169	0.007292	0.009959	0.015554	0.021943	0.029025	0.039632	0.052135	0.059697	0.058344	0.050598	0.040268	0.030482	0.022634	0.018298	0.018129	0.019674	0.019698	0.019929	0.022761	0.024573	0.024915	0.024577	0.024209	0.024066	0.024152	0.024177	
0.145612	0.144316	0.140756	0.120962	0.096599	0.076919	0.064340	0.055055	0.044967	0.034431	0.024820	0.017240	0.011872	0.008123	0.007811	0.011393	0.017981	0.025033	0.032520	0.043251	0.055202	0.061660	0.059222	0.050814	0.040244	0.030430	0.022703	0.018712	0.018943	0.020652	0.020598	0.020669	0.023428	0.025360	0.025775	0.025413	0.024949	0.024833	0.024936	0.024958	
0.145645	0.142883	0.138110	0.118394	0.095390	0.077227	0.065487	0.056261	0.045776	0.034775	0.024850	0.017128	0.011724	0.008128	0.008509	0.013115	0.020732	0.028399	0.036216	0.046979	0.058288	0.063593	0.060080	0.051049	0.040266	0.030427	0.022839	0.019229	0.019884	0.021743	0.021580	0.021466	0.024172	0.026248	0.026739	0.026327	0.025772	0.025689	0.025806	0.025823	
0.145766	0.141584	0.135689	0.116166	0.094538	0.077819	0.066805	0.057530	0.046582	0.035099	0.024865	0.017012	0.011582	0.008201	0.009419	0.015155	0.023819	0.032034	0.040099	0.050805	0.061383	0.065493	0.060924	0.051314	0.040338	0.030474	0.023047	0.019862	0.020961	0.022953	0.022648	0.022325	0.024998	0.027246	0.027813	0.027297	0.026684	0.026637	0.026767	0.026779	
0.145972	0.140423	0.133498	0.114275	0.094038	0.078682	0.068276	0.058849	0.047378	0.035402	0.024868	0.016895	0.011449	0.008361	0.010576	0.017541	0.027246	0.035924	0.044154	0.054716	0.064476	0.067352	0.061759	0.051615	0.040461	0.030572	0.023334	0.020623	0.022184	0.024287	0.023801	0.023248	0.025910	0.028370	0.029004	0.028317	0.027692	0.027686	0.027824	0.027830	
0.146258	0.139401	0.131541	0.112721	0.093881	0.079807	0.069886	0.060205	0.048158	0.035682	0.024859	0.016776	0.011327	0.008634	0.012019	0.020294	0.031008	0.040050	0.048365	0.058698	0.067555	0.069171	0.062591	0.051961	0.040638	0.030723	0.023710	0.021527	0.023565	0.025746	0.025040	0.024234	0.026918	0.029630	0.030314	0.029397	0.028800	0.028837	0.028981	0.028982	
